doi,altmetric_score,Full-text_change,Full-text_m1,abstract_change,abstract_m1,author_count,neutral_results,confirmatory_results,contradictory_results,new_results,extend_p,funded,influentialReferencesCount,num_hypo_tested,num_significant,p_val_range,pdf_change,pdf_m1,reading_score,real_p,real_p_sign,reference_background,reference_methodology,reference_result,references_count,sample_size,sentiment,subjectivity,tweets_within_month,univ_rank,published_within_year
10.1101/2020.04.03.20047530,9.5,0,0,-2372,2774,1,1,0,0,0,1,0,-1,3,2,0,-574,738,21.74,0.01,0,-1,-1,-1,48,0,0,0.338095238,15,2,0
10.1101/2020.04.03.20047977,297.91,0,0,-18395,20306,28,1,0,0,0,1,1,1,1,1,0,-6283,7221,23.77,0,0,2,1,0,35,0,0,0.475,324,2,1
10.1101/2020.04.03.20048868,1.5,0,0,-990,1377,3,1,0,0,0,1,0,0,0,0,0,-427,640,43.63,1,0,9,10,1,28,0,0,0.596011396,10,2,0
10.1101/2020.04.03.20049734,2.85,0,0,-314,1125,2,1,0,0,0,1,0,3,0,0,0,-126,622,29.18,1,0,3,6,0,11,0,1,0.329444444,6,2,1
10.1101/2020.04.03.20051706,31.75,0,0,-1875,2308,16,1,0,0,0,1,0,1,3,0,0,-583,794,27.42,0.13,0,2,3,0,42,0,0,0.358333333,50,2,1
10.1101/2020.04.03.20051722,2.25,0,0,-1255,2032,19,1,0,0,0,1,1,2,4,1,0,-448,705,23.36,0.05,-1,17,1,1,27,178,0,0.6140625,9,2,0
10.1101/2020.04.03.20051763,4.1,0,0,-1250,1783,21,1,0,0,0,1,0,1,4,2,0,-697,946,26.4,0.03,0,3,0,0,21,0,0,0.598504526,10,2,0
10.1101/2020.04.03.20051797,1.6,0,0,-1130,1380,1,1,0,0,0,1,0,0,0,0,0,-488,546,37.84,1,0,4,0,0,5,0,0,0.274206349,9,2,0
10.1101/2020.04.03.20051813,0.5,0,0,-843,1210,15,1,0,0,0,1,0,0,13,9,0,-222,312,50.77,0.001,0,6,3,0,18,0,0,0.541876751,3,2,1
10.1101/2020.04.03.20051821,4.2,0,0,-1129,1407,8,1,0,0,0,1,0,0,0,0,0,-503,1319,44.88,1,0,2,2,0,10,0,0,0.357254902,10,2,0
10.1101/2020.04.03.20051847,1,0,0,-830,1097,3,1,0,0,0,1,0,0,0,0,0,-287,349,46.06,1,0,2,0,0,7,0,0,0.273611111,5,2,0
10.1101/2020.04.03.20051995,29.778,0,0,-2555,3263,7,1,0,0,0,1,0,0,0,0,0,-1132,1585,37.74,1,0,0,0,0,25,0,1,0.492857143,29,2,0
10.1101/2020.04.03.20052068,0.75,0,0,-709,1017,13,1,0,0,0,1,0,3,1,1,0,-325,444,25.49,0.05,-1,14,13,0,35,294,1,0.320833333,3,2,0
10.1101/2020.04.03.20052084,658.872,0,0,-51717,63682,2,1,0,0,0,1,0,4,0,0,0,-19725,24535,29.82,1,0,12,8,0,32,0,0,0.478344671,431,0.95049505,0
10.1101/2020.04.03.20052175,166,0,0,-3905,4765,15,1,0,0,0,1,0,1,0,0,0,-562,1027,40.69,1,0,10,0,1,15,0,0,0.333608815,156,2,1
10.1101/2020.04.03.20052217,30.55,0,0,-2177,2579,11,1,0,0,0,1,1,0,0,0,0,-939,1223,29.99,1,0,1,0,0,3,0,0,0.520763441,57,2,0
10.1101/2020.04.03.20052373,47.35,0,0,-2755,3872,7,1,0,0,0,1,0,0,10,6,0,-10367,11514,37.1,0.001,0,5,1,1,44,0,0,0.321505376,27,2,1
10.1101/2020.04.03.20052530,41.3,0,0,-5464,6155,6,1,0,0,0,1,0,1,0,0,0,-1602,1891,33.54,1,0,15,5,0,34,0,0,0.364855072,64,2,0
10.1101/2020.04.03.20052563,38.95,0,0,-3831,4693,3,1,0,0,0,0,0,2,1,1,0,-1297,1614,29.35,0.001,0,6,0,0,11,0,0,0.352913753,52,2,0
10.1101/2020.04.03.20052787,104.25,0,0,-3033,3933,6,1,0,0,0,1,0,1,0,0,0,-263,1315,18.89,1,0,14,10,3,24,0,0,0.701363636,84,0.940594059,1
10.1101/2020.04.03.20052845,0.75,0,0,-1018,1268,2,1,0,0,0,1,1,0,0,0,0,-312,398,42.45,1,0,0,0,0,12,0,1,0.455673401,3,2,1
10.1101/2020.04.03.20052860,32.43,0,0,-1598,2117,5,1,0,0,0,1,1,-1,0,0,0,-577,1051,29.59,1,0,-1,-1,-1,38,0,1,0.42296176,26,2,1
10.1101/2020.04.03.20052878,2.5,0,0,-907,1167,3,1,0,0,0,1,0,0,0,0,0,-297,368,48.13,1,0,4,2,0,20,0,0,0.484285714,7,2,0
10.1101/2020.04.03.20052936,2.5,0,0,-596,1314,4,1,0,0,0,1,0,2,0,0,0,7,831,38.52,1,0,14,3,2,35,0,0,0.365181818,6,2,1
10.1101/2020.04.04.020925,267.48,-124,301,-1444,2638,22,0,0,0,1,1,1,2,1,1,0,-504,969,42.61,0.05,0,16,4,2,57,0,0,0.53372619,201,2,1
10.1101/2020.04.04.20047886,42.5,0,0,-6225,7229,13,1,0,0,0,1,0,0,0,0,0,-2056,2542,37.84,1,0,1,1,0,33,0,0,0.458,70,2,1
10.1101/2020.04.04.20050328,16.75,0,0,-2086,4019,1,1,0,0,0,1,0,0,0,0,0,-1203,1706,-11.23,1,0,6,3,0,9,0,0,0.406984127,26,2,0
10.1101/2020.04.04.20050427,14.5,0,0,-1630,2034,4,1,0,0,0,1,0,0,0,0,0,-749,1272,33.75,1,0,0,0,0,28,0,0,0.459561404,36,2,0
10.1101/2020.04.04.20053363,3.6,0,0,-2175,3289,4,1,0,0,0,1,0,0,7,7,0,-563,935,29.79,0,0,8,1,0,18,0,0,0.389062705,10,2,1
10.1101/2020.04.04.20053462,3.6,0,0,-772,1001,13,1,0,0,0,1,1,1,1,0,0,-220,277,30.8,1,0,4,6,0,24,66,1,0.535416667,8,2,0
10.1101/2020.04.04.20053546,3.1,0,0,-675,970,7,1,0,0,0,1,1,1,0,0,0,-215,350,46.78,1,0,4,1,0,9,0,1,0.538640351,3,2,0
10.1101/2020.04.04.20053579,200.848,0,0,-2277,8711,12,1,0,0,0,1,0,6,5,1,0,1331,3386,26.1,0,0,15,1,0,37,104,0,0.369805195,225,2,0
10.1101/2020.04.04.20053595,222.66,0,0,-1408,2225,2,1,0,0,0,1,0,0,0,0,0,-500,1065,30.4,1,0,0,0,0,82,0,0,0.426149733,22,2,0
10.1101/2020.04.04.20053629,16.8,0,0,-1397,1729,5,1,0,0,0,1,1,0,8,3,0.8241,-451,532,11.55,0.0007,0,0,0,0,5,102,1,0.43531746,20,2,0
10.1101/2020.04.04.20053637,153.2,0,0,-12087,14803,10,1,0,0,0,1,0,11,1,0,0,-4931,6976,30.33,1,0,15,5,0,55,0,0,0.410380117,132,2,1
10.1101/2020.04.04.20053645,2.25,0,0,-721,1099,3,1,0,0,0,1,0,0,0,0,0,-215,352,42.45,1,0,0,0,0,5,0,0,0.430185185,5,2,0
10.1101/2020.04.05.026005,4.35,-42,81,-150,413,3,0,0,0,1,1,1,2,0,0,0,-103,173,19.4,1,0,41,29,0,105,0,1,0.597,17,2,1
10.1101/2020.04.05.026146,6.5,-46,112,-243,501,8,0,0,0,1,1,0,1,0,0,0,-137,226,49.86,1,0,12,10,0,39,0,0,0.441428571,24,2,0
10.1101/2020.04.05.026435,16.2,-56,180,-225,832,11,0,0,0,1,1,1,-1,0,0,0,-58,554,15.91,1,0,-1,-1,-1,3,0,0,0.432380952,30,2,0
10.1101/2020.04.05.026450,87.19,-544,700,-3036,3816,6,0,0,0,1,1,0,7,0,0,0,-871,1202,19.3,1,0,14,8,0,34,0,1,0.478076923,105,2,1
10.1101/2020.04.05.026633,23.6,-111,192,-923,1671,4,0,0,0,1,1,0,1,0,0,0,-230,516,23.6,1,0,0,0,0,38,0,0,0.408773292,18,0.663366337,0
10.1101/2020.04.05.20046433,1.5,0,0,-1480,2089,13,1,0,0,0,1,1,-1,5,5,0,-215,732,34.26,0.01,0,-1,-1,-1,22,0,0,0.486607143,7,2,1
10.1101/2020.04.05.20048421,386.37,0,0,-18409,27202,13,1,0,0,0,1,1,0,2,0,0,-2035,5726,46.2,1,0,1,0,0,14,0,0,0.497279614,379,0.643564356,1
10.1101/2020.04.05.20049346,98.5,0,0,-7057,8434,11,1,0,0,0,1,0,1,0,0,0,-1474,3607,22.65,1,0,5,1,1,15,0,0,0.413888889,71,2,1
10.1101/2020.04.05.20053769,1.5,0,0,-995,1350,6,1,0,0,0,1,1,1,3,2,0.045,-281,431,24.68,0.005,-1,9,1,4,27,117,0,0.639285714,4,2,0
10.1101/2020.04.05.20053983,3.6,0,0,-1423,1918,7,1,0,0,0,1,0,0,30,6,0,-525,675,54.42,0,0,13,0,1,16,24,0,0.513357257,8,2,0
10.1101/2020.04.05.20054163,434.46,0,0,-15930,19532,5,1,0,0,0,0,0,-1,2,2,0,-4028,5468,17.17,0.001,0,-1,-1,-1,44,0,0,0.369642857,526,2,1
10.1101/2020.04.05.20054254,12.53,0,0,-2187,2897,7,1,0,0,0,1,0,-1,0,0,0,-801,1117,1.7,1,0,-1,-1,-1,36,0,0,0.479169515,17,2,1
10.1101/2020.04.05.20054288,58.45,0,0,-2625,3543,7,1,0,0,0,1,0,0,0,0,0,-764,1161,22.28,1,0,6,0,0,27,0,0,0.197098214,72,0.821782178,0
10.1101/2020.04.05.20054445,9.55,0,0,-1375,1686,1,1,0,0,0,1,0,0,1,0,0,-405,662,51.68,1,0,0,0,0,8,64,0,0.311904762,10,2,0
10.1101/2020.04.05.20054460,3.1,0,0,-698,1105,2,1,0,0,0,1,0,-1,0,0,0,-252,526,38.92,1,0,-1,-1,-1,44,0,0,0.321345029,7,2,1
10.1101/2020.04.05.20054494,337.116,0,0,-8503,14002,5,1,0,0,0,1,0,1,1,0,0,-2639,5071,51.89,0.96,0,2,0,0,19,198,0,0.281770833,385,2,1
10.1101/2020.04.05.20054502,1593.884,0,0,-18813,38409,7,1,0,0,0,1,1,3,0,0,0,-2631,11050,39.67,1,0,8,3,0,62,0,0,0.447045855,608,2,1
10.1101/2020.04.05.20054544,19.35,0,0,-2040,2554,13,1,0,0,0,1,0,1,0,0,0,-468,748,41.4,1,0,6,1,0,16,0,0,0.457655502,22,2,0
10.1101/2020.04.05.20054577,2.85,0,0,-1336,1761,1,1,0,0,0,1,0,2,2,2,0,-690,944,46.4,-99999,0,2,7,0,8,0,0,0.428443526,7,2,0
10.1101/2020.04.05.20054593,2.25,0,0,-602,855,2,1,0,0,0,1,1,2,0,0,0,-223,372,34.94,1,0,8,0,1,28,0,0,0.322011785,7,2,0
10.1101/2020.04.05.20054627,14.95,0,0,-2062,3076,2,1,0,0,0,0,0,4,10,10,0.021,-2,1287,10.53,0.009,0,24,2,1,57,838,1,0.44216945,33,2,0
10.1101/2020.04.05.20054700,48.85,0,0,-2478,3374,5,1,0,0,0,1,0,1,0,0,0,-1084,1383,34.09,1,0,2,0,0,24,0,1,0.430444444,9,2,1
10.1101/2020.04.05.20054775,6.3,0,0,-1559,1891,6,1,0,0,0,1,0,0,0,0,0,-510,687,34.36,1,0,7,3,0,20,0,0,0.489393939,9,2,0
10.1101/2020.04.06.025635,741.068,-329,663,-925,5879,24,0,0,0,1,1,0,5,0,0,0,-956,2457,15.51,1,0,9,7,0,22,0,0,0.421128205,1620,2,0
10.1101/2020.04.06.026476,246.21,-84,202,-710,1784,4,0,0,0,1,1,0,0,0,0,0,-278,559,51.18,1,0,1,0,0,9,0,0,0.565909091,69,2,0
10.1101/2020.04.06.026765,2,-30,66,-80,283,3,0,0,0,1,1,0,3,0,0,0,-26,60,27.22,1,0,10,4,0,14,0,0,0.635894661,7,2,0
10.1101/2020.04.06.027698,7.55,-90,163,-322,593,2,0,0,0,1,1,0,-1,46,0,0,-151,236,-12.59,0.0001,0,-1,-1,-1,8,0,0,0.46875,22,2,1
10.1101/2020.04.06.027854,29.55,-94,171,-580,950,5,0,0,0,1,1,1,0,0,0,0,-359,562,36.12,1,0,2,2,0,22,0,0,0.511654135,58,2,0
10.1101/2020.04.06.028316,13.7,-178,294,-736,1473,6,0,0,0,1,1,0,0,0,0,0,-561,946,34.56,1,0,0,0,0,3,0,0,0.4,21,2,0
10.1101/2020.04.06.028431,15.05,-41,100,-303,674,1,0,0,0,1,1,0,-1,4,0,0,-217,398,31.92,0,1,-1,-1,-1,24,961,0,0.478030303,19,2,1
10.1101/2020.04.06.028647,7.7,-83,147,-277,640,2,0,0,0,1,1,1,0,0,0,0,-114,227,22.24,1,0,8,4,0,20,0,1,0.566666667,19,2,0
10.1101/2020.04.06.028688,20.63,-109,187,-142,553,5,0,0,0,1,1,0,0,8,8,0,-148,263,26.78,0.0001,0,0,0,0,21,0,0,0.387770563,22,2,0
10.1101/2020.04.06.028712,151.85,-743,1090,-1257,2146,16,0,0,0,1,1,0,1,0,0,0,0,0,24.51,1,0,2,0,0,230,0,1,0.42530303,278,2,0
10.1101/2020.04.06.028811,8.3,-47,100,-353,607,2,0,0,0,1,1,0,0,0,0,0,-68,203,38.86,1,0,1,0,0,8,0,0,0.467857143,13,2,0
10.1101/2020.04.06.028902,21.85,-93,154,-398,719,8,0,0,0,1,0,0,0,2,2,0,-183,360,28.51,0.0001,-1,1,0,0,7,71,1,0.575,51,2,0
10.1101/2020.04.06.20039909,57.3,0,0,-2712,3198,6,1,0,0,0,0,0,0,4,4,0,-831,1025,20.72,0.0001,0,7,0,0,16,0,1,0.439455782,53,2,0
10.1101/2020.04.06.20042580,131.9,0,0,-1331,3425,10,1,0,0,0,1,0,0,5,4,0,-1112,2318,29.18,0.003,0,3,1,0,15,0,0,0.534375,51,2,1
10.1101/2020.04.06.20045393,61.15,0,0,-4787,5647,5,1,0,0,0,1,0,-1,0,0,0,-1059,1277,38.35,1,0,-1,-1,-1,0,0,0,0.473888889,87,2,0
10.1101/2020.04.06.20052159,87.8,0,0,-896,3764,5,1,0,0,0,1,0,0,30,26,0,179,1475,42,0.0005,-1,1,1,0,12,1000,0,0.499725062,58,2,0
10.1101/2020.04.06.20052506,42.1,0,0,-2713,3229,0,1,0,0,0,1,0,1,0,0,0,-979,1194,16.46,1,0,4,6,0,40,0,1,0.430940989,27,2,0
10.1101/2020.04.06.20053124,2.25,0,0,-1000,1272,5,1,0,0,0,1,1,1,0,0,0,-296,399,47.83,1,0,6,1,0,16,0,0,0.397667148,10,2,0
10.1101/2020.04.06.20054114,2.25,0,0,-893,1279,8,1,0,0,0,1,0,0,6,6,0.0499,-451,691,34.09,0.0001,-1,0,1,0,6,500,0,0.430456349,9,2,1
10.1101/2020.04.06.20054197,16.8,0,0,-1105,1490,7,1,0,0,0,1,0,9,0,0,0,-417,663,35.81,1,0,33,7,2,72,0,1,0.366666667,7,2,0
10.1101/2020.04.06.20054320,130,0,0,-1542,3826,8,1,0,0,0,1,0,0,0,0,0,-1845,2545,36.22,1,0,3,10,0,40,0,1,0.673214286,158,2,0
10.1101/2020.04.06.20054841,6.1,0,0,-1164,1583,11,1,0,0,0,1,0,4,0,0,0,-211,353,25.08,1,0,16,8,0,38,0,0,0.555909091,18,2,1
10.1101/2020.04.06.20054882,0.75,0,0,-401,612,4,1,0,0,0,1,0,0,0,0,0,-127,192,26.64,1,0,6,0,0,10,0,0,0.554166667,2,2,0
10.1101/2020.04.06.20054890,26.7,0,0,-3041,3863,13,1,0,0,0,1,0,2,18,13,0.049,-552,819,-7.14,0.001,0,13,1,4,30,97,0,0.543140868,42,2,0
10.1101/2020.04.06.20055103,36.9,0,0,490,3763,8,1,0,0,0,1,0,1,0,0,0,-142,1587,38.32,1,0,2,2,0,9,0,1,0.455555556,34,2,0
10.1101/2020.04.06.20055228,12.25,0,0,-769,1298,7,1,0,0,0,1,0,-1,0,0,0,-260,415,-23.58,1,0,-1,-1,-1,50,0,1,0.389345238,7,0.683168317,1
10.1101/2020.04.06.20055236,0.75,0,0,-662,1006,8,1,0,0,0,1,0,0,0,0,0,-166,243,23.6,1,0,1,1,0,16,0,0,0.521616541,2,2,1
10.1101/2020.04.06.20055244,2.75,0,0,70,1616,5,1,0,0,0,1,0,0,0,0,0,-180,490,53.31,1,0,0,0,0,4,0,0,0.476945971,7,2,0
10.1101/2020.04.06.20055285,2.6,0,0,-1203,1626,4,1,0,0,0,1,0,0,0,0,0,-365,493,34.46,1,0,4,4,2,53,0,1,0.443717394,4,2,1
10.1101/2020.04.06.20055368,5.05,0,0,-833,1288,8,1,0,0,0,1,0,0,0,0,0,681,2336,38.55,1,0,0,0,0,9,0,0,0.466666667,55,2,0
10.1101/2020.04.06.20055384,0.75,0,0,-608,845,3,1,0,0,0,1,0,-1,0,0,0,-193,279,16.22,1,0,-1,-1,-1,14,0,0,0.639157812,3,2,0
10.1101/2020.04.06.20055392,7.8,0,0,-1381,1689,5,1,0,0,0,1,1,1,0,0,0,-242,342,33.07,1,0,4,2,1,18,0,1,0.42478355,16,2,1
10.1101/2020.04.06.20055426,4.85,0,0,-2380,2715,2,1,0,0,0,1,0,1,0,0,0,-861,1083,48.43,1,0,7,3,0,40,0,0,0.382118298,15,2,0
10.1101/2020.04.06.20055467,3.1,0,0,-853,1107,1,1,0,0,0,1,0,0,1,0,0,-202,360,51.48,1,0,4,6,0,27,0,0,0.478679654,10,2,0
10.1101/2020.04.06.20055616,76.35,0,0,-3595,4099,2,1,0,0,0,1,0,1,9,5,0,-775,916,27.76,0.0001,0,3,0,0,16,0,0,0.467640693,34,2,0
10.1101/2020.04.06.20055624,53.45,0,0,201,3045,8,1,0,0,0,1,1,-1,0,0,0,4,1464,16.39,1,0,-1,-1,-1,53,0,0,0.476473829,36,2,1
10.1101/2020.04.06.20055632,8.05,0,0,-790,1256,3,1,0,0,0,1,0,1,0,0,0,-148,462,19.67,1,0,3,1,0,5,0,1,0.3575,15,0.891089109,0
10.1101/2020.04.06.20055640,1.75,0,0,-701,946,2,1,0,0,0,1,0,-1,0,0,0,-228,304,39.81,1,0,-1,-1,-1,2,0,0,0.389166667,4,2,0
10.1101/2020.04.06.20055657,93.004,0,0,-3002,4139,1,1,0,0,0,1,0,19,8,8,0.049,-417,816,4.72,0.001,-1,137,2,1,190,55,0,0.411891026,23,2,1
10.1101/2020.04.06.20055699,11.5,0,0,-1969,2226,1,1,0,0,0,1,0,1,0,0,0,-729,778,30.91,1,0,1,0,0,4,0,0,0.515790255,19,2,0
10.1101/2020.04.06.20055749,3.5,0,0,-635,930,1,1,0,0,0,1,0,0,0,0,0,-261,338,39.67,1,0,3,0,0,9,0,1,0.228205128,10,2,0
10.1101/2020.04.06.20055848,2.1,0,0,-565,799,3,1,0,0,0,1,0,-1,0,0,0,-132,221,35.81,1,0,-1,-1,-1,19,0,1,0.378333333,5,2,1
10.1101/2020.04.06.20055863,6.15,0,0,-1294,1717,4,1,0,0,0,1,1,-1,0,0,0,-481,613,25.63,1,0,-1,-1,-1,34,0,0,0.439660494,16,0.96039604,1
10.1101/2020.04.06.20055988,5.9,0,0,-1067,1400,5,1,0,0,0,1,1,2,0,0,0,-245,462,47.93,1,0,10,1,0,36,0,0,0.434722222,11,2,1
10.1101/2020.04.06.20056119,5.2,0,0,-694,1276,4,1,0,0,0,1,0,1,0,0,0,-41,383,30.8,1,0,21,2,0,32,0,1,0.384375,14,2,1
10.1101/2020.04.07.023903,409.43,-300,542,-2324,3860,25,0,0,0,1,1,0,0,0,0,0,-998,1780,31.72,1,0,0,0,0,68,0,0,0.466906566,728,2,1
10.1101/2020.04.07.024455,9.7,-42,95,-421,801,13,0,0,0,1,1,1,3,29,29,0,-273,396,22.45,0.0001,0,13,4,3,34,0,0,0.580987654,18,2,1
10.1101/2020.04.07.028589,165.5,-70,123,-541,967,6,0,0,0,1,1,0,0,0,0,0,-147,325,51.18,1,0,8,0,0,9,0,0,0.471296296,65,2,0
10.1101/2020.04.07.029132,92.63,-82,145,-403,730,5,0,0,0,1,1,1,-1,0,0,0,-188,270,48.64,1,0,-1,-1,-1,9,0,0,0.521919192,113,2,1
10.1101/2020.04.07.029199,25.58,-123,232,-518,894,4,0,0,0,1,1,1,1,0,0,0,-299,408,32.36,1,0,2,3,1,15,0,0,0.583333333,37,2,0
10.1101/2020.04.07.029884,21.95,200,170,-237,634,15,0,0,0,1,1,0,-1,0,0,0,-147,328,28.23,1,0,-1,-1,-1,43,0,0,0.287962963,23,2,1
10.1101/2020.04.07.030544,11.4,-58,108,-768,1081,4,0,0,0,1,1,0,1,2,1,0,-125,248,62.01,0.002,0,5,0,1,33,0,0,0.4595,22,2,0
10.1101/2020.04.07.030684,18.9,-66,326,-406,766,3,0,0,0,1,1,1,1,76,17,0,-222,376,26.71,0.0001,-1,10,1,0,139,643,0,0.292261905,36,2,1
10.1101/2020.04.07.030734,68.958,-36,173,96,813,10,0,0,0,1,0,0,2,2,2,0,-137,386,20.82,0.05,0,13,9,2,44,0,1,0.542261905,98,0.168316832,0
10.1101/2020.04.07.030924,6.7,-23,122,-168,527,9,0,1,0,0,1,0,-1,0,0,0,-87,343,40.69,1,0,-1,-1,-1,49,0,1,0.58030303,18,2,1
10.1101/2020.04.07.20045617,133.05,0,0,-353,1583,5,1,0,0,0,1,1,0,5,3,0,326,970,22.75,0.001,0,0,0,0,41,0,0,0.308781513,18,2,1
10.1101/2020.04.07.20049049,3,0,0,-1557,1917,1,1,0,0,0,1,0,2,0,0,0,-479,593,18.99,1,0,11,4,0,26,0,0,0.382706767,5,2,0
10.1101/2020.04.07.20053421,11.25,0,0,-272,849,2,1,0,0,0,1,0,-1,0,0,0,-63,274,15.07,1,0,-1,-1,-1,23,0,0,0.398741497,18,2,1
10.1101/2020.04.07.20053660,2.5,0,0,-1729,2293,1,1,0,0,0,1,0,0,0,0,0,-543,735,19.2,1,0,3,0,0,11,0,1,0.475316945,10,2,0
10.1101/2020.04.07.20054585,62.11,0,0,-6839,10657,40,1,0,0,0,1,1,-1,2,2,0.000185093,-3431,6959,19.26,9.07E-07,0,-1,-1,-1,62,46,1,0.5725,106,2,1
10.1101/2020.04.07.20055723,123.2,0,0,-9181,12086,4,1,0,0,0,1,0,0,0,0,0,-1191,2311,30.03,1,0,1,0,0,7,0,0,0.463559591,186,2,0
10.1101/2020.04.07.20056184,5.35,0,0,-220,1069,3,1,0,0,0,1,1,2,0,0,0,-13,396,30.91,1,0,11,3,1,26,0,0,0.244212963,5,2,1
10.1101/2020.04.07.20056424,4337.904,0,0,-184213,205671,116,1,0,0,0,1,1,1,3,3,0.02,-48702,57905,42.82,0.03,0,4,1,0,36,5,0,0.471011905,4337,2,1
10.1101/2020.04.07.20056432,2.75,0,0,-1155,1432,1,1,0,0,0,1,0,0,0,0,0,-350,391,62.27,1,0,1,0,0,15,0,1,0.290686275,5,2,0
10.1101/2020.04.07.20056440,13.804,0,0,-1831,2729,9,1,0,0,0,1,0,0,0,0,0,-443,1305,34.56,1,0,1,0,0,8,0,1,0.568055556,9,2,0
10.1101/2020.04.07.20056481,1.5,0,0,-491,714,2,1,0,0,0,1,0,-1,0,0,0,-206,264,57.71,1,0,-1,-1,-1,0,0,0,0.552239859,3,0.108910891,0
10.1101/2020.04.07.20056671,2,0,0,-543,801,5,1,0,0,0,1,0,0,8,0,0,-154,242,31.21,1,0,0,0,0,33,0,0,0.281820501,3,2,0
10.1101/2020.04.07.20056754,1.25,0,0,-1120,1422,2,1,0,0,0,1,0,0,0,0,0,-453,511,26.4,1,0,8,2,1,18,0,0,0.345114943,7,2,0
10.1101/2020.04.07.20056788,296.85,0,0,-14408,18760,14,1,0,0,0,1,1,0,9,7,0,-2502,3777,39.2,0,0,0,0,0,21,0,0,0.518402778,400,0.643564356,1
10.1101/2020.04.07.20056812,52.33,0,0,-1040,2028,12,1,0,0,0,1,0,0,0,0,0,287,610,32.94,1,0,1,0,0,78,0,1,0.290247253,29,2,1
10.1101/2020.04.07.20056846,1.75,0,0,-1177,1500,1,1,0,0,0,1,0,0,0,0,0,-579,636,60.99,1,0,0,1,0,5,0,1,0,5,2,0
10.1101/2020.04.07.20056887,9.5,0,0,-898,1158,13,1,0,0,0,1,1,0,0,0,0,-155,253,47.62,1,0,3,1,0,16,0,0,0.493072279,14,2,0
10.1101/2020.04.07.20056937,18,0,0,-1257,1591,1,1,0,0,0,1,0,0,0,0,0,-553,699,44.54,1,0,0,0,0,5,0,0,0.50625,4,2,0
10.1101/2020.04.07.20056945,1.25,0,0,-685,1003,4,1,0,0,0,1,0,0,0,0,0,-276,395,38.66,1,0,1,4,0,6,0,1,0.463095238,4,2,0
10.1101/2020.04.07.20057117,11.1,0,0,-185,1128,4,1,0,0,0,1,1,-1,0,0,0,-132,439,-24.77,1,0,-1,-1,-1,21,0,0,0.32537037,21,2,1
10.1101/2020.04.07.20057133,20.05,0,0,-2635,3058,2,1,0,0,0,1,0,2,0,0,0,-1591,1973,25.53,1,0,7,3,0,13,0,0,0.403636364,32,2,0
10.1101/2020.04.08.013516,10.68,-31,70,-167,414,3,0,0,0,1,1,0,0,0,0,0,-88,156,34.26,1,0,0,0,0,37,0,1,0.453571429,13,2,1
10.1101/2020.04.08.029769,92.35,-130,223,-1059,2913,24,0,0,0,1,1,1,0,7,0,0,-454,777,25.8,1,0,0,0,0,38,19,0,0.679365079,185,2,1
10.1101/2020.04.08.031807,153.034,-80,186,-806,1641,35,0,0,0,1,1,1,0,0,0,0,-288,778,44.95,1,0,0,0,0,34,0,0,0.359722222,176,2,0
10.1101/2020.04.08.031856,18.85,-43,142,-11,650,2,0,0,0,1,1,1,0,0,0,0,-33,211,23.09,1,0,0,0,0,37,0,0,0.289583333,36,2,0
10.1101/2020.04.08.032763,181.85,-174,242,-1064,1575,22,0,0,0,1,1,0,-1,0,0,0,-573,756,46.1,1,0,-1,-1,-1,43,0,1,0.431481481,280,2,1
10.1101/2020.04.08.033001,24.55,-48,89,-200,452,7,0,0,0,1,1,1,-1,0,0,0,-56,106,-15.32,1,0,-1,-1,-1,7,0,0,0.64,51,2,1
10.1101/2020.04.08.20047134,127.15,0,0,-2658,7339,16,1,0,0,0,1,1,-1,13,11,0,-1764,2578,14.8,0.001,-1,-1,-1,-1,34,90,0,0.588888889,57,2,1
10.1101/2020.04.08.20054023,17.8,0,0,-1225,3629,1,1,0,0,0,1,0,1,0,0,0,-118,1047,3.77,1,0,17,0,0,34,0,0,0.386666667,21,2,0
10.1101/2020.04.08.20055095,4.7,0,0,-1409,1988,3,1,0,0,0,1,0,1,0,0,0,-354,765,35.31,1,0,7,0,0,43,0,0,0.387582672,10,2,0
10.1101/2020.04.08.20055731,20.1,0,0,-1270,1652,6,1,0,0,0,1,0,0,0,0,0,-316,859,22.85,1,0,1,2,0,7,0,1,0.435,16,2,0
10.1101/2020.04.08.20056051,482.65,0,0,-3829,5470,6,1,0,0,0,1,0,0,9,4,0,-5558,6396,20.42,0.0001,0,5,0,2,8,0,0,0.50025,849,2,0
10.1101/2020.04.08.20056598,16.7,0,0,-1491,1974,12,1,0,0,0,1,0,1,0,0,0,-366,547,35.17,1,0,6,8,0,24,0,0,0.413425926,33,2,1
10.1101/2020.04.08.20056630,44.03,0,0,-2715,3263,8,1,0,0,0,1,0,0,0,0,0,-1262,1477,29.72,1,0,0,0,1,7,0,1,0.298888889,12,0.564356436,0
10.1101/2020.04.08.20056929,448.334,0,0,-16320,22117,36,1,0,0,0,1,1,-1,0,0,0,-6610,9333,29.69,1,0,-1,-1,-1,14,0,0,0.314814815,261,2,1
10.1101/2020.04.08.20057067,351.982,0,0,-1079,2048,5,1,0,0,0,1,1,-1,0,0,0,-215,602,0,1,0,-1,-1,-1,0,0,-1,-1,9,0.96039604,0
10.1101/2020.04.08.20057281,19.1,0,0,-1318,1783,3,1,0,0,0,1,1,11,0,0,0,-384,522,46.61,1,0,36,21,4,59,0,0,0.411098901,28,2,1
