doi,altmetric_score,Full-text_change,Full-text_m1,abstract_change,abstract_m1,author_count,neutral_results,confirmatory_results,contradictory_results,new_results,extend_p,funded,influentialReferencesCount,num_hypo_tested,num_significant,p_val_range,pdf_change,pdf_m1,reading_score,real_p,real_p_sign,reference_background,reference_methodology,reference_result,references_count,sample_size,sentiment,subjectivity,tweets_within_month,univ_rank,published_within_year
10.1101/2020.05.21.20105486,22.55,0,0,134,1222,47,1,0,0,0,1,1,6,3,1,0.284,258,341,32.22,0.006,0,23,2,2,51,212,0,0.493138528,17,2,1
10.1101/2020.05.21.20106500,3.1,0,0,-107,507,2,1,0,0,0,1,0,0,0,0,0,-69,177,36.28,1,0,6,1,2,20,0,0,0.53125,10,0.207920792,0
10.1101/2020.05.21.20107003,3.85,0,0,-178,795,8,1,0,0,0,1,0,0,9,6,0.0899,-74,236,33.44,0.0001,-1,0,0,0,23,61,0,0.479924242,13,2,1
10.1101/2020.05.21.20107599,1.5,0,0,-140,436,17,1,0,0,0,1,1,-1,0,0,0,60,138,32.83,1,0,-1,-1,-1,4,0,1,0.471111111,4,2,1
10.1101/2020.05.21.20107946,0.25,0,0,-231,375,3,1,0,0,0,1,0,0,0,0,0,-71,117,59.64,1,0,1,0,0,7,0,0,0.5010183,1,2,0
10.1101/2020.05.21.20108233,8.4,0,0,-362,704,9,1,0,0,0,0,0,0,2,2,0,113,213,20.28,0.001,-1,12,4,2,54,5024,0,0.417914747,23,2,1
10.1101/2020.05.21.20108407,0.5,0,0,-241,390,4,1,0,0,0,1,0,1,0,0,0,-65,107,42.31,1,0,1,4,0,12,0,0,0.27014652,2,2,0
10.1101/2020.05.21.20108522,6.2,0,0,-123,343,1,1,0,0,0,1,0,-1,5,0,0,-31,109,33.58,1,0,-1,-1,-1,0,0,0,0.441688312,9,2,0
10.1101/2020.05.21.20108589,1.25,0,0,-289,691,2,1,0,0,0,1,0,-1,20,20,0,-51,193,28.17,0.001,0,-1,-1,-1,0,0,1,0.350875421,6,2,1
10.1101/2020.05.21.20108605,7.6,0,0,-687,998,4,1,0,0,0,1,1,0,0,0,0,-142,277,44.37,1,0,0,0,0,11,0,0,0.421697268,14,2,1
10.1101/2020.05.21.20108647,1.25,0,0,1105,449,10,1,0,0,0,1,0,0,6,6,0,409,139,37.81,0.001,0,4,1,0,15,0,0,0.412037037,5,2,1
10.1101/2020.05.21.20108704,1,0,0,-43,262,8,1,0,0,0,0,0,-1,3,2,0,21,64,9.11,0.001,0,-1,-1,-1,59,0,0,0.433088235,4,2,1
10.1101/2020.05.21.20108738,17.5,0,0,-378,758,9,1,0,0,0,1,1,0,6,4,0.975,86,201,37.44,0.001,-1,0,0,0,17,5457,0,0.389007937,6,2,0
10.1101/2020.05.21.20108753,0.5,0,0,-341,507,2,1,0,0,0,1,0,0,0,0,0,-175,277,46.61,1,0,10,2,0,18,0,1,0.233333333,2,2,0
10.1101/2020.05.21.20108803,37.188,0,0,-556,718,5,1,0,0,0,1,1,0,0,0,0,-197,232,29.38,1,0,0,0,0,7,0,0,0.514807163,5,0.99009901,0
10.1101/2020.05.21.20108860,4,0,0,-829,1372,2,1,0,0,0,1,1,0,0,0,0,-439,710,20.21,1,0,14,3,1,31,0,1,0.33974359,3,2,1
10.1101/2020.05.21.20108910,4.6,0,0,-89,597,2,1,0,0,0,0,0,1,2,2,0,48,144,27.45,0.05,0,12,5,6,25,0,0,0.359047619,16,2,1
10.1101/2020.05.21.20108936,23.2,0,0,-754,1117,8,1,0,0,0,1,1,2,64,34,0,-140,291,31.11,0.001,0,6,3,0,27,0,0,0.450972222,37,2,0
10.1101/2020.05.21.20108951,2,0,0,-426,670,6,1,0,0,0,1,1,-1,0,0,0,-68,195,23.16,1,0,-1,-1,-1,0,0,0,0.400384615,7,2,1
10.1101/2020.05.21.20108985,18.15,0,0,-831,1108,6,1,0,0,0,1,0,0,2,0,0,-95,194,36.18,0.34,0,0,0,0,5,0,0,0.418595072,36,2,1
10.1101/2020.05.21.20109041,53.35,0,0,-369,764,3,1,0,0,0,1,0,0,0,0,0,266,279,38.66,1,0,7,1,0,26,0,0,0.51,9,2,0
10.1101/2020.05.21.20109116,3.75,0,0,-87,647,2,1,0,0,0,1,0,0,0,0,0,80,242,28.57,1,0,5,0,0,14,0,0,0.358041958,6,2,0
10.1101/2020.05.21.20109280,83.85,0,0,-1869,3770,21,1,0,0,0,1,0,0,0,0,0,-237,1347,21.84,1,0,1,3,0,25,0,0,0.386748918,182,2,1
10.1101/2020.05.21.20109298,8.1,0,0,4617,505,4,1,0,0,0,1,0,0,0,0,0,1063,270,55.98,1,0,1,0,0,4,0,0,0.512344498,6,2,0
10.1101/2020.05.21.20109389,624.062,0,0,-7478,11272,3,1,0,0,0,1,0,-1,3,2,0,-549,926,47.86,0.001,0,-1,-1,-1,0,13934,0,0.437289562,64,0.742574257,1
10.1101/2020.05.21.20109397,8.55,0,0,-199,698,7,1,0,0,0,1,0,0,0,0,0,44,178,21.13,1,0,2,2,0,24,0,0,0.436231884,13,2,1
10.1101/2020.05.21.20109405,0.75,0,0,-254,860,9,1,0,0,0,1,0,-1,0,0,0,-19,326,19.71,1,0,-1,-1,-1,0,0,1,0.351210153,3,2,1
10.1101/2020.05.21.20109439,4.45,0,0,-730,1182,16,1,0,0,0,1,0,2,3,1,0.15,-175,340,11.28,0,0,6,1,0,20,1729,1,0.34702381,8,2,1
10.1101/2020.05.21.20109520,5.65,0,0,14,429,2,1,0,0,0,0,0,0,2,2,0,35,163,32.02,0.001,0,1,2,0,5,0,0,0.397619048,10,2,0
10.1101/2020.05.21.20109678,0.75,0,0,-176,343,3,1,0,0,0,1,1,0,0,0,0,-77,143,30.54,1,0,0,3,0,6,0,0,0.394242424,3,2,0
10.1101/2020.05.21.20109710,2.75,0,0,-65,319,9,1,0,0,0,1,0,-1,5,4,0,24,87,0.42,0.028,0,-1,-1,-1,44,14,0,0.224358974,7,2,1
10.1101/2020.05.22.109900,3.5,44,76,-752,1267,14,0,0,0,1,1,1,1,0,0,0,-503,769,12.97,1,0,24,1,0,43,0,0,0.493333333,15,0.772277228,0
10.1101/2020.05.22.110932,1.75,33,39,-85,579,4,0,0,0,1,1,1,0,0,0,0,-72,243,23.77,1,0,0,0,0,16,0,1,0.416944232,8,2,0
10.1101/2020.05.22.111005,48.604,49,138,-1297,3179,32,0,0,0,1,1,1,0,15,11,0.1199,-159,1064,27.76,0.0001,-1,0,0,0,30,10,0,0.388492063,64,2,1
10.1101/2020.05.22.111187,34.944,7,98,-1213,2508,21,0,0,0,1,1,1,0,6,4,0,-387,895,33.88,0.0001,-1,2,0,0,43,9,0,0.361666667,74,2,1
10.1101/2020.05.22.111237,10,42,18,-259,873,12,0,0,0,1,1,1,6,1,0,0,-152,371,4,1,0,21,6,0,37,0,1,0.64375,5,0.217821782,0
10.1101/2020.05.22.111526,4.45,59,13,-252,1002,22,0,0,0,1,1,1,-1,0,0,0,-102,281,24.82,1,0,-1,-1,-1,30,0,0,0.491287879,12,2,1
10.1101/2020.05.22.20098350,0.75,0,0,-199,396,2,1,0,0,0,1,0,1,2,0,0,-71,115,41.7,0,0,1,1,0,2,0,1,0.254166667,3,2,0
10.1101/2020.05.22.20104679,2.25,0,0,-112,428,172,1,0,0,0,1,0,0,0,0,0,30,111,30.3,1,0,2,0,0,17,0,1,0.378333333,5,2,0
10.1101/2020.05.22.20106724,111.6,0,0,440,1671,16,1,0,0,0,1,0,7,40,22,0.8288,342,388,16.93,0.0001,-1,41,6,3,57,57,0,0.603030303,19,2,0
10.1101/2020.05.22.20107292,2.7,0,0,-465,735,13,1,0,0,0,1,1,2,0,0,0,-78,188,27.76,1,0,5,5,2,25,0,0,0.4862,7,2,1
10.1101/2020.05.22.20108084,42,0,0,-370,834,10,1,0,0,0,1,0,-1,9,8,0.0499,-189,495,-25.48,0.0001,-1,-1,-1,-1,14,108,0,0.373958333,60,2,1
10.1101/2020.05.22.20108498,93.9,0,0,434,971,15,1,0,0,0,1,1,-1,0,0,0,-107,266,27.52,1,0,-1,-1,-1,18,0,0,0.244444444,103,2,1
10.1101/2020.05.22.20108845,16.83,0,0,275,756,104,1,0,0,0,1,0,-1,0,0,0,247,292,23.87,1,0,-1,-1,-1,65,0,0,0.503968254,6,2,1
10.1101/2020.05.22.20109355,13.35,0,0,-502,1179,21,1,0,0,0,1,0,0,8,5,0,-2,300,36.18,0.0001,-1,0,0,0,45,104,0,0.400686275,16,2,1
10.1101/2020.05.22.20109660,15.45,0,0,-542,755,2,1,0,0,0,1,0,5,0,0,0,-225,281,49.35,1,0,8,5,5,22,0,1,0.4484375,27,2,0
10.1101/2020.05.22.20109777,1,0,0,61,364,7,1,0,0,0,1,0,1,0,0,0,59,201,30.91,1,0,4,1,0,12,0,0,0.402321429,4,2,1
10.1101/2020.05.22.20109793,355.08,0,0,-1362,3316,12,1,0,0,0,1,1,0,8,7,0,51,517,31.92,0,0,0,0,0,13,32,0,0.622537879,152,2,1
10.1101/2020.05.22.20109892,10.85,0,0,-327,820,24,1,0,0,0,0,1,2,2,2,0,0,242,39.87,0.001,-1,19,2,0,38,120,1,0.277606061,6,0.01980198,1
10.1101/2020.05.22.20109991,38.8,0,0,-715,1518,2,1,0,0,0,1,0,15,0,0,0,-142,617,29.52,1,0,47,11,11,65,0,0,0.413246753,43,2,0
10.1101/2020.05.22.20110155,1,0,0,-234,446,5,1,0,0,0,1,0,1,5,5,0,-18,134,40.89,0.05,0,0,2,0,12,0,1,0.407213017,5,2,0
10.1101/2020.05.22.20110163,0.5,0,0,-148,350,3,1,0,0,0,0,0,0,8,8,0,94,85,51.07,0.001,0,0,0,0,14,0,0,0.46279024,2,2,0
10.1101/2020.05.22.20110171,2.75,0,0,-151,559,1,1,0,0,0,1,0,2,0,0,0,-104,240,53.85,1,0,3,4,0,52,0,0,0.388194444,4,2,0
10.1101/2020.05.22.20110254,1.35,0,0,-155,336,1,1,0,0,0,1,0,3,0,0,0,-17,90,34.86,1,0,22,2,2,32,0,0,0.356904762,3,2,0
10.1101/2020.05.22.20110270,41,0,0,-349,589,11,1,0,0,0,1,0,0,0,0,0,-59,159,38.05,1,0,0,0,0,7,0,0,0.421491228,5,2,0
10.1101/2020.05.22.20110304,0.75,0,0,-142,308,4,1,0,0,0,1,1,-1,0,0,0,-44,75,4.07,1,0,-1,-1,-1,20,0,0,0.458152958,5,0.752475248,1
10.1101/2020.05.22.20110387,1.25,0,0,-123,354,4,1,0,0,0,1,1,0,0,0,0,164,360,14.06,1,0,5,4,0,29,0,0,0.440035714,5,2,1
10.1101/2020.05.22.20110429,2.75,0,0,-272,514,79,1,0,0,0,1,1,0,15,10,0,7,106,18.93,0,0,0,0,0,30,146,0,0.591117868,8,2,0
10.1101/2020.05.22.20110460,20,0,0,-122,404,6,1,0,0,0,1,0,1,140,39,0,3,132,36.52,0.0001,0,12,0,0,32,32,0,0.353782051,92,2,0
10.1101/2020.05.22.20110544,91.23,0,0,81,2439,21,1,0,0,0,1,0,0,7,2,0.709,150,540,48.09,0.001,0,3,0,0,18,396,0,0.221212121,63,2,1
10.1101/2020.05.22.20110551,12.6,0,0,-512,934,10,1,0,0,0,1,1,0,2,2,0.009,-191,380,33.41,0.001,-1,1,2,0,10,114,0,0.520714286,8,2,1
10.1101/2020.05.22.20110593,11.93,0,0,-40,415,4,1,0,0,0,1,1,13,0,0,0,52,165,30.7,1,0,18,14,1,41,0,0,0.443928571,5,2,0
10.1101/2020.05.22.20110700,4,0,0,-263,637,5,1,0,0,0,1,0,-1,1,1,0,-1,126,12.84,0.01,-1,-1,-1,-1,0,672,0,0.417081686,7,2,1
10.1101/2020.05.22.20110726,8.25,0,0,-495,963,1,1,0,0,0,1,0,0,0,0,0,-113,333,35.61,1,0,7,0,0,36,0,0,0.418979296,13,2,0
10.1101/2020.05.22.20110791,0.5,0,0,-163,308,9,1,0,0,0,0,0,0,5,5,0,-31,72,16.12,0.001,0,0,0,0,3,0,0,0.619791667,3,2,0
10.1101/2020.05.22.20110809,0.5,0,0,-80,314,7,1,0,0,0,1,1,-1,10,9,0.09,3,83,-22.26,0.004,0,-1,-1,-1,20,240,0,0.476859504,2,2,1
10.1101/2020.05.22.20110817,1,0,0,76,352,3,1,0,0,0,1,0,-1,0,0,0,95,112,22.95,1,0,-1,-1,-1,39,0,0,0.487179487,2,2,0
10.1101/2020.05.22.20110825,1.25,0,0,-278,556,7,1,0,0,0,1,0,0,17,17,0.04,-5,119,37.64,0.01,-1,0,0,0,16,631,1,0.412099567,5,2,1
10.1101/2020.05.23.104919,4,100,15,-607,1169,3,0,0,0,1,1,1,-1,0,0,0,-102,228,20.62,1,0,-1,-1,-1,0,0,0,0.458769057,17,2,0
10.1101/2020.05.23.111385,9.05,40,25,159,1077,3,0,0,0,1,1,0,-1,0,0,0,-71,193,27.83,1,0,-1,-1,-1,0,0,1,0.466666667,20,0.534653465,1
10.1101/2020.05.23.112235,3.25,79,48,-199,993,9,0,0,0,1,1,1,0,0,0,0,60,347,48.64,1,0,0,0,0,42,0,0,0.410034722,5,2,1
10.1101/2020.05.23.112284,3,60,11,-333,855,9,0,0,0,1,1,0,5,0,0,0,-61,223,35.61,1,0,45,15,1,62,0,0,0.528693182,7,2,0
10.1101/2020.05.23.20093484,107.83,0,0,-863,1169,7,1,0,0,0,1,0,0,0,0,0,-91,150,34.39,1,0,0,1,0,25,0,0,0.370714286,5,2,0
10.1101/2020.05.23.20099671,1.75,0,0,54,312,1,1,0,0,0,1,0,0,0,0,0,-16,166,21.4,1,0,16,0,0,19,0,0,0.319642857,3,2,0
10.1101/2020.05.23.20100024,6.6,0,0,-68,600,35,1,0,0,0,1,0,3,0,0,0,53,283,22.41,1,0,16,4,2,55,0,0,0.475535714,7,2,1
10.1101/2020.05.23.20109496,1,0,0,-259,438,13,1,0,0,0,1,0,0,17,12,0.934,-36,88,24.37,0,-1,5,0,0,31,145,0,0.329761905,5,2,0
10.1101/2020.05.23.20110189,2,0,0,235,382,8,1,0,0,0,1,0,0,0,0,0,14,251,-66.75,1,0,3,3,0,25,0,0,0.413809524,6,2,0
10.1101/2020.05.23.20110452,1.85,0,0,-484,712,5,1,0,0,0,1,0,-1,0,0,0,-151,256,32.22,1,0,-1,-1,-1,4,0,1,0.6,4,2,1
10.1101/2020.05.23.20110866,0.5,0,0,-167,363,3,1,0,0,0,1,0,0,0,0,0,-51,100,39.4,1,0,4,2,0,24,0,1,0.475490196,2,2,0
10.1101/2020.05.23.20110908,1,0,0,-157,364,1,1,0,0,0,1,0,0,0,0,0,-50,117,39.26,1,0,0,0,0,14,0,0,0.566666667,4,2,0
10.1101/2020.05.23.20110932,4.25,0,0,-1106,1684,11,1,0,0,0,1,0,0,5,4,0.10999,-139,375,30.91,1.00E-05,-1,0,0,0,24,400,0,0.556597222,32,0.287128713,0
10.1101/2020.05.23.20110973,1.25,0,0,-161,388,4,1,0,0,0,1,0,-1,0,0,0,-86,156,25.69,1,0,-1,-1,-1,23,0,0,0.354642857,4,2,1
10.1101/2020.05.23.20110999,1,0,0,-89,286,8,1,0,0,0,1,1,-1,0,0,0,-27,71,-9.68,1,0,-1,-1,-1,13,0,0,0.314583333,5,2,1
10.1101/2020.05.23.20111021,2,0,0,-14,429,3,1,0,0,0,1,0,28,19,17,0,-78,184,34.66,0,0,42,23,2,67,0,0,0.462909091,12,2,1
10.1101/2020.05.23.20111104,3.7,0,0,-307,617,3,1,0,0,0,1,0,-1,30,30,0.0477,-66,124,0.01,0,0,-1,-1,-1,89,68,0,0.431310935,8,2,1
10.1101/2020.05.23.20111179,1,0,0,97,343,4,1,0,0,0,1,0,0,0,0,0,6,95,27.93,1,0,0,0,0,11,0,1,0.716538462,10,2,0
10.1101/2020.05.23.20111211,1,0,0,74,359,9,1,0,0,0,1,0,-1,7,4,0.14,47,94,22.58,0.01,-1,-1,-1,-1,35,3,0,0.371666667,5,2,0
10.1101/2020.05.23.20111294,1,0,0,-73,332,4,1,0,0,0,1,1,2,0,0,0,-40,100,23.6,1,0,16,5,5,49,0,0,0.490131579,5,2,1
10.1101/2020.05.23.20111302,92.1,0,0,-48,1280,4,1,0,0,0,1,1,0,15,15,0.049,297,453,46.61,0.001,-1,16,0,0,28,7314,0,0.309801587,74,0.920792079,0
10.1101/2020.05.23.20111369,10.1,0,0,-147,491,6,1,0,0,0,1,1,26,0,0,0,-47,141,35.57,1,0,67,5,0,123,0,0,0.376071429,17,0.821782178,1
10.1101/2020.05.23.20111435,31.45,0,0,-54,616,11,1,0,0,0,1,1,-1,4,4,0,91,184,20.62,0.0001,0,-1,-1,-1,0,0,0,0.425656566,14,2,0
10.1101/2020.05.23.20111450,2,0,0,-248,572,17,1,0,0,0,1,1,2,3,3,0,7,97,44.07,0.05,-1,2,0,0,33,110,0,0.458333333,6,2,0
10.1101/2020.05.23.20111468,2.95,0,0,-320,594,13,1,0,0,0,1,1,-1,0,0,0,-9,136,25.69,1,0,-1,-1,-1,33,0,1,0.38745098,9,2,1
10.1101/2020.05.23.20111500,1,0,0,-75,268,1,1,0,0,0,1,0,4,0,0,0,-6,75,40.75,1,0,5,3,0,8,0,0,0.2625,4,2,0
10.1101/2020.05.23.20111526,3.2,0,0,-184,559,3,1,0,0,0,1,0,0,0,0,0,-49,228,39.03,1,0,9,4,0,25,0,0,0.395238095,6,2,0
10.1101/2020.05.24.096164,6.6,15,22,-618,919,6,0,0,0,1,1,0,2,0,0,0,-164,225,44.75,1,0,18,6,0,30,0,0,0.436111111,19,2,1
10.1101/2020.05.24.111823,283.35,-1857,2970,-11424,20496,19,0,0,0,1,1,0,2,16,16,0.049,-5460,7169,25.8,0.001,-1,0,0,0,51,20,0,0.621785714,548,2,1
10.1101/2020.05.24.113043,28.68,76,14,-420,1083,10,0,0,0,1,1,0,1,0,0,0,-69,255,30.8,1,0,2,6,0,11,0,0,0.433385093,11,2,1
10.1101/2020.05.24.113175,19.36,102,24,-1036,1662,3,0,0,0,1,1,1,-1,0,0,0,-266,462,11.04,1,0,-1,-1,-1,87,0,1,0.505208333,22,2,1
10.1101/2020.05.24.113423,2.5,72,14,-233,634,19,0,0,0,1,1,1,1,0,0,0,-66,190,33.44,1,0,17,18,14,61,0,0,0.498684211,7,2,0
10.1101/2020.05.24.20092817,3.45,0,0,-150,379,3,1,0,0,0,1,1,-1,0,0,0,-11,120,39.77,1,0,-1,-1,-1,21,0,0,0.581481481,10,2,0
10.1101/2020.05.24.20101238,4.7,0,0,-237,722,17,1,0,0,0,1,0,0,0,0,0,-34,384,34.7,1,0,0,0,0,16,0,0,0.582631579,13,2,0
10.1101/2020.05.24.20103648,3.75,0,0,-16,364,8,1,0,0,0,1,0,1,0,0,0,16,107,36.59,1,0,3,0,0,6,0,0,0.728571429,5,2,0
10.1101/2020.05.24.20107193,3.7,0,0,-21,311,4,1,0,0,0,1,1,1,1,0,0,23,82,34.56,0.3657,0,2,2,0,8,0,0,0.480941558,7,2,0
10.1101/2020.05.24.20110205,4.35,0,0,-273,540,132,1,0,0,0,1,1,1,0,0,0,-67,162,29.55,1,0,2,3,1,15,0,0,1,10,2,0
10.1101/2020.05.24.20111245,47.65,0,0,-1866,3647,9,1,0,0,0,1,1,0,28,24,0,-1342,2054,22.75,0.0001,0,0,0,0,31,0,0,0.518648019,38,2,0
10.1101/2020.05.24.20111625,7.85,0,0,-123,457,2,1,0,0,0,1,1,0,1,1,0,-33,109,32.22,0.0017,0,2,0,0,10,0,0,0.465171429,11,2,0
10.1101/2020.05.24.20111633,0.5,0,0,-57,200,3,1,0,0,0,1,0,0,0,0,0,-21,66,41.19,1,0,8,0,0,22,0,1,0.397222222,2,2,0
10.1101/2020.05.24.20111666,7.4,0,0,-91,585,8,1,0,0,0,1,1,1,0,0,0,-84,264,32.12,1,0,7,8,0,17,0,0,0.3625,11,2,0
10.1101/2020.05.24.20111682,1.75,0,0,80,401,13,1,0,0,0,1,0,0,0,0,0,46,179,19.81,1,0,4,1,2,9,0,1,0.488421053,4,2,0
10.1101/2020.05.24.20111765,28.75,0,0,66,1095,6,1,0,0,0,1,1,0,0,0,0,122,314,40.69,1,0,0,0,0,19,0,0,0.325694444,24,2,0
10.1101/2020.05.24.20111872,1.75,0,0,-319,483,1,1,0,0,0,1,0,2,0,0,0,-69,124,42.61,1,0,16,7,0,32,0,1,0.454208754,6,2,1
10.1101/2020.05.24.20111914,9.4,0,0,424,376,13,1,0,0,0,1,0,-1,0,0,0,123,197,-50.32,1,0,-1,-1,-1,13,0,0,0.6,15,2,1
10.1101/2020.05.24.20111989,6.15,0,0,70,595,6,1,0,0,0,1,0,1,0,0,0,238,192,32.26,1,0,12,13,0,32,0,1,0.413228438,16,2,0
10.1101/2020.05.24.20112045,6.9,0,0,67,321,4,1,0,0,0,1,0,0,0,0,0,-35,147,22.34,1,0,1,0,0,26,0,0,0.409347826,14,2,0
10.1101/2020.05.24.20112094,1.6,0,0,12,326,10,1,0,0,0,1,0,-1,1,0,0,1,116,-10.9,0.06,0,-1,-1,-1,23,172,0,0.533514493,4,2,1
10.1101/2020.05.24.20112110,67.68,0,0,-924,1501,10,1,0,0,0,1,0,0,0,0,0,-454,791,36.49,1,0,0,0,0,17,0,1,0.552913753,7,2,1
10.1101/2020.05.24.20112128,0.75,0,0,-333,551,3,1,0,0,0,1,1,-1,0,0,0,-83,184,22.14,1,0,-1,-1,-1,61,0,0,0.389339827,2,2,1
10.1101/2020.05.24.20112136,0.5,0,0,16,191,8,1,0,0,0,1,0,-1,0,0,0,-4,78,16.66,1,0,-1,-1,-1,31,0,1,0.275883838,2,2,1
10.1101/2020.05.24.20112169,1.25,0,0,-34,406,6,1,0,0,0,1,0,-1,0,0,0,-28,199,-8.19,1,0,-1,-1,-1,23,0,0,0.511944444,6,2,1
10.1101/2020.05.24.20112193,1.25,0,0,-68,230,4,1,0,0,0,1,0,0,0,0,0,-12,70,44.54,1,0,6,1,0,20,0,0,0.37962704,3,2,0
10.1101/2020.05.24.20112292,0.25,0,0,60,209,1,1,0,0,0,1,0,0,0,0,0,13,64,55.37,1,0,5,0,0,7,0,0,0.318969126,2,2,0
10.1101/2020.05.24.20112318,1.75,0,0,-205,386,5,1,0,0,0,1,0,0,0,0,0,-36,76,19.81,1,0,0,0,0,35,0,0,0.442737374,3,2,1
10.1101/2020.05.24.20112326,2,0,0,33,241,4,1,0,0,0,1,0,-1,0,0,0,23,66,8.98,1,0,-1,-1,-1,23,0,0,0.391632997,5,2,1
10.1101/2020.05.25.115600,32.414,360,45,2065,1195,11,0,0,0,1,1,0,0,5,5,0.04,680,349,40.38,0.01,-1,1,0,0,19,3,0,0.482222222,17,2,0
10.1101/2020.05.25.115618,10,80,10,29,871,14,0,0,0,1,1,0,1,0,0,0,-39,220,39.37,1,0,15,2,0,20,0,0,0.48,8,2,0
10.1101/2020.05.25.115774,2.25,34,26,-627,1041,1,0,0,0,1,1,0,0,7,5,0.02,-160,282,21.02,1.70E-53,0,14,6,2,34,2948,0,0.469791667,6,2,0
10.1101/2020.05.25.20105213,0.75,0,0,398,647,31,1,0,0,0,1,1,1,1,0,0,38,218,20.92,0.2,0,1,2,0,35,12,1,0.401007326,3,2,1
10.1101/2020.05.25.20108852,4.25,0,0,8,444,14,1,0,0,0,1,0,0,0,0,0,-28,149,40.08,1,0,1,0,0,21,0,0,0.456634921,7,2,0
10.1101/2020.05.25.20109058,3.85,0,0,434,497,5,1,0,0,0,1,0,2,0,0,0,40,111,23.56,1,0,18,3,1,34,0,1,0.487121212,12,0.108910891,1
10.1101/2020.05.25.20110239,39.45,0,0,-5328,11156,4,1,0,0,0,1,0,0,0,0,0,310,835,35.47,1,0,0,0,0,33,0,1,0.457142857,49,2,1
10.1101/2020.05.25.20110338,18,0,0,-471,1017,1,1,0,0,0,0,0,0,8,4,0,191,269,28.13,0.01,0,0,0,0,9,0,0,0.553571429,3,2,0
10.1101/2020.05.25.20110890,10,0,0,-108,409,15,1,0,0,0,1,1,0,0,0,0,2,138,25.29,1,0,0,0,0,37,0,0,0.681547619,3,2,0
10.1101/2020.05.25.20111047,1,0,0,9,572,8,1,0,0,0,1,0,0,0,0,0,30,121,42.11,1,0,10,1,2,14,0,0,0.5359375,7,2,1
10.1101/2020.05.25.20111575,1.5,0,0,-105,272,5,1,0,0,0,1,0,-1,0,0,0,2,81,-22.16,1,0,-1,-1,-1,30,0,0,0.533996212,4,2,1
10.1101/2020.05.25.20112201,28.55,0,0,-616,1181,20,1,0,0,0,1,1,1,0,0,0,-53,209,25.73,1,0,2,1,0,10,0,0,0.471548822,65,2,0
10.1101/2020.05.25.20112227,61.75,0,0,261,1074,16,1,0,0,0,0,1,1,18,10,0,303,359,26.44,0.00049,0,7,2,0,16,0,0,0.283682984,6,0.920792079,0
10.1101/2020.05.25.20112433,0.5,0,0,182,283,2,1,0,0,0,1,0,0,0,0,0,69,83,28.06,1,0,5,3,0,15,0,1,0.30279304,2,2,0
10.1101/2020.05.25.20112532,0.75,0,0,-255,451,1,1,0,0,0,1,0,-1,0,0,0,-131,174,21.74,1,0,-1,-1,-1,6,0,0,0.503333333,4,2,0
10.1101/2020.05.25.20112599,1,0,0,-177,418,9,1,0,0,0,1,0,-1,22,22,0,-29,93,1.16,0.001,0,-1,-1,-1,3,0,0,0.43532197,4,2,1
10.1101/2020.05.25.20112623,11.3,0,0,-601,795,4,1,0,0,0,1,1,0,0,0,0,-93,149,35,1,0,0,0,0,2,0,0,0.409255952,15,2,1
10.1101/2020.05.25.20112706,52.55,0,0,-1081,1884,7,1,0,0,0,1,1,6,0,0,0,-115,535,39.6,1,0,23,0,3,26,0,0,0.428703704,73,2,1
10.1101/2020.05.25.20112797,26.05,0,0,-230,853,2,1,0,0,0,1,0,0,0,0,0,-371,626,27.05,1,0,4,0,0,20,0,0,0.463792689,43,2,1
10.1101/2020.05.25.20112805,16.15,0,0,-396,944,7,1,0,0,0,0,0,-1,12,4,0,55,277,26.85,0.014,0,-1,-1,-1,56,0,1,0.395138889,15,2,0
10.1101/2020.05.25.20112938,1,0,0,-140,332,1,1,0,0,0,1,0,-1,0,0,0,-37,90,6.17,1,0,-1,-1,-1,40,0,1,0.375793651,4,2,0
10.1101/2020.05.26.115261,2,47,4,-229,696,4,0,0,0,1,1,1,0,0,0,0,-34,153,33.28,1,0,6,0,0,10,0,0,0.396428571,8,2,1
10.1101/2020.05.26.115790,2.25,73,7,-438,871,2,0,0,0,1,1,0,-1,0,0,0,-98,164,42.11,1,0,-1,-1,-1,50,0,0,0.419359562,9,2,1
10.1101/2020.05.26.115832,1190.718,1729,31,166,5249,19,0,0,0,1,1,0,0,0,0,0,-461,12019,31.51,1,0,0,0,0,22,0,1,0.363397129,3692,2,1
10.1101/2020.05.26.115923,213.5,17,118,-3649,6526,5,0,0,0,1,1,1,-1,4,3,0.058,-343,793,19.5,0.001,-1,-1,-1,-1,0,1,0,0.409672233,368,0.900990099,1
10.1101/2020.05.26.116608,10.25,71,9,-137,794,5,0,0,0,1,1,0,7,0,0,0,-76,216,35.1,1,0,19,10,0,37,0,0,0.479803922,5,0.900990099,0
10.1101/2020.05.26.116780,1,49,12,-413,773,3,0,0,0,1,1,0,1,2,0,0,-60,147,52.09,1.37E-05,0,6,3,0,29,0,1,0.422941176,5,2,0
10.1101/2020.05.26.117069,322.38,52,45,-946,1987,3,0,0,0,1,1,1,0,1,1,0,-381,606,42.41,0.001,0,19,3,0,43,0,1,0.247427572,12,2,0
10.1101/2020.05.26.117440,11.25,80,7,159,689,10,0,0,0,1,1,0,3,0,0,0,40,154,17.98,1,0,11,1,2,19,0,0,0.564323308,14,2,1
